,StartDate,ExitDate,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,JobFunctionDescription,GenderCode,LocationCode,Race,Marital Status,Performance Score,Current Employee Rating,Employee ID,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome
888,10-10-2020,active,NEL,Active,Part-Time,Zone A,Temporary,Admin Offices,Splicing,Tester,Female,2050,Asian,Widowed,Fully Meets,3,1315,5,1,1,Communication Skills,External,Failed
889,20-01-2019,15-Sep-21,CCDR,Active,Part-Time,Zone A,Full-Time,Executive Office,Aerial,Foreman,Female,1902,Asian,Single,Fully Meets,3,1316,3,4,3,Technical Skills,External,Passed
890,09-05-2021,27-Oct-22,MSC,Active,Full-Time,Zone A,Part-Time,Admin Offices,Aerial,Lineman,Female,2468,Black,Widowed,Fully Meets,3,1317,4,2,2,Communication Skills,External,Passed
891,29-07-2023,04-Aug-23,WBL,Active,Contract,Zone B,Temporary,Admin Offices,Field Operations,Laborer,Female,2330,White,Divorced,Fully Meets,3,1318,5,4,2,Communication Skills,External,Completed
892,24-08-2019,14-Dec-22,EW,Active,Part-Time,Zone C,Temporary,Admin Offices,Finance & Accounting,Intern,Male,2703,Asian,Married,Fully Meets,3,1319,4,2,5,Project Management,Internal,Failed
893,25-12-2018,active,WBL,Active,Part-Time,Zone B,Full-Time,Admin Offices,Wireline Construction,Billing,Female,2170,White,Widowed,Fully Meets,3,1320,5,1,5,Leadership Development,External,Completed
894,27-05-2021,24-Aug-21,TNS,Active,Contract,Zone A,Full-Time,Admin Offices,Project Management - Con,Vp,Male,1460,Black,Single,Fully Meets,3,1321,1,5,5,Customer Service,Internal,Passed
895,02-02-2023,23-Jun-23,TNS,Active,Full-Time,Zone B,Full-Time,Admin Offices,Executive,Ceo,Female,1450,Hispanic,Widowed,Fully Meets,3,1322,1,5,2,Customer Service,External,Incomplete
896,06-12-2022,active,PL,Active,Full-Time,Zone B,Temporary,Admin Offices,Aerial,Foreman,Female,1844,Black,Divorced,Fully Meets,3,1323,5,1,5,Customer Service,Internal,Passed
897,23-07-2021,active,MSC,Active,Part-Time,Zone A,Part-Time,Admin Offices,General - Con,Helper,Female,11194,Hispanic,Single,Fully Meets,3,1324,5,3,3,Project Management,Internal,Failed
898,16-11-2019,active,TNS,Active,Contract,Zone B,Temporary,Admin Offices,Engineers,Drafter,Female,60432,Black,Divorced,Fully Meets,3,1325,1,5,3,Project Management,External,Failed
899,08-03-2020,07-Nov-21,PYZ,Active,Full-Time,Zone A,Temporary,Admin Offices,General - Eng,Billing,Male,86677,White,Widowed,Fully Meets,3,1326,5,3,1,Leadership Development,External,Passed
900,14-01-2019,active,WBL,Active,Part-Time,Zone B,Temporary,Admin Offices,Engineers,Engineer,Male,93156,White,Single,Fully Meets,3,1327,5,3,4,Leadership Development,Internal,Passed
901,29-02-2020,23-Sep-21,NEL,Active,Part-Time,Zone C,Full-Time,IT/IS,Executive,Vp,Male,66733,Asian,Single,Fully Meets,3,1328,1,4,3,Customer Service,Internal,Failed
902,25-11-2022,12-Apr-23,PL,Active,Contract,Zone B,Part-Time,Software Engineering,Field Operations,Laborer,Male,77070,Black,Widowed,Fully Meets,3,1329,3,2,5,Project Management,External,Passed
903,15-09-2022,05-May-23,MSC,Active,Full-Time,Zone A,Part-Time,Admin Offices,General - Con,Associate,Female,66991,White,Divorced,Fully Meets,3,1330,3,5,2,Project Management,Internal,Incomplete
904,11-08-2021,active,TNS,Active,Full-Time,Zone C,Temporary,Admin Offices,People Services,Intern,Female,69431,Black,Widowed,Fully Meets,3,1331,3,2,5,Communication Skills,Internal,Failed
905,03-08-2023,active,PYZ,Active,Contract,Zone B,Part-Time,Admin Offices,Wireline Construction,Foreman,Male,12089,Hispanic,Divorced,Fully Meets,3,1332,1,2,5,Leadership Development,External,Incomplete
906,14-03-2022,active,WBL,Active,Part-Time,Zone A,Part-Time,IT/IS,Field Operations,Laborer,Male,74486,Black,Divorced,Fully Meets,3,1333,3,4,5,Customer Service,Internal,Passed
907,01-09-2020,29-Nov-20,NEL,Active,Full-Time,Zone B,Part-Time,IT/IS,Underground,Laborer,Male,15975,Other,Widowed,Fully Meets,3,1334,1,3,1,Project Management,Internal,Failed
908,31-10-2021,active,NEL,Active,Contract,Zone A,Full-Time,Software Engineering,General - Con,Technician,Female,27425,White,Divorced,Fully Meets,3,1335,4,5,5,Leadership Development,Internal,Incomplete
909,26-02-2020,30-Mar-23,TNS,Active,Full-Time,Zone A,Part-Time,Admin Offices,Field Operations,Technician,Female,88247,Black,Married,Fully Meets,3,1336,5,1,4,Leadership Development,Internal,Passed
910,10-08-2018,07-Dec-21,WBL,Active,Full-Time,Zone A,Temporary,Admin Offices,General - Con,Safety Manager,Female,71014,White,Single,Fully Meets,3,1337,3,3,4,Project Management,External,Failed
911,30-09-2020,active,BPC,Active,Contract,Zone C,Part-Time,Admin Offices,Shop (Fleet),Mechanic,Male,90987,Other,Widowed,Fully Meets,3,1338,1,1,1,Leadership Development,External,Incomplete
912,01-04-2021,14-Aug-22,CCDR,Active,Contract,Zone B,Temporary,IT/IS,Wireline Construction,Foreman,Male,47635,Hispanic,Widowed,Fully Meets,3,1339,1,3,2,Customer Service,Internal,Incomplete
913,21-03-2021,21-Nov-21,EW,Active,Full-Time,Zone B,Part-Time,IT/IS,General - Eng,Engineer,Male,37302,White,Divorced,Fully Meets,3,1340,5,4,4,Leadership Development,External,Incomplete
914,03-11-2021,active,CCDR,Active,Part-Time,Zone C,Full-Time,Software Engineering,Engineers,Engineer,Female,76343,Hispanic,Single,Fully Meets,3,1341,1,3,4,Project Management,Internal,Passed
915,22-06-2019,26-Aug-19,EW,Active,Full-Time,Zone B,Part-Time,Admin Offices,Aerial,Lineman,Female,2559,Asian,Single,Fully Meets,3,1342,3,2,2,Project Management,Internal,Failed
916,12-11-2019,19-May-23,MSC,Active,Contract,Zone B,Temporary,Admin Offices,Shop (Fleet),Manager,Female,68008,White,Married,Fully Meets,3,1343,1,2,3,Customer Service,External,Completed
917,20-09-2022,active,TNS,Active,Part-Time,Zone A,Part-Time,Admin Offices,General - Con,Foreman,Male,93554,White,Single,Fully Meets,3,1344,1,4,5,Technical Skills,Internal,Incomplete
918,27-01-2023,active,PYZ,Active,Full-Time,Zone A,Full-Time,Admin Offices,Fielders,Engineer,Male,85275,Other,Single,Fully Meets,3,1345,2,4,4,Communication Skills,External,Passed
919,21-02-2021,22-Aug-22,WBL,Active,Contract,Zone C,Temporary,IT/IS,Field Operations,Laborer,Male,37276,White,Divorced,Fully Meets,3,1346,4,2,3,Technical Skills,External,Failed
920,04-03-2022,18-Jan-23,NEL,Active,Part-Time,Zone B,Full-Time,IT/IS,General - Con,Coordinator,Male,54734,Hispanic,Married,Fully Meets,3,1347,4,3,1,Communication Skills,Internal,Failed
921,21-04-2019,02-Dec-20,WBL,Active,Contract,Zone C,Part-Time,Software Engineering,Field Operations,Engineer,Female,34961,Other,Married,Fully Meets,3,1348,2,2,4,Technical Skills,Internal,Completed
922,02-08-2021,26-Nov-22,EW,Active,Full-Time,Zone B,Part-Time,Admin Offices,Safety,Manager,Female,33234,White,Divorced,Fully Meets,3,1349,1,2,3,Technical Skills,Internal,Incomplete
923,04-03-2022,active,MSC,Active,Part-Time,Zone B,Temporary,Admin Offices,Field Operations,Laborer,Female,45030,Black,Divorced,Fully Meets,3,1350,3,4,5,Leadership Development,Internal,Incomplete
924,28-03-2021,active,TNS,Active,Contract,Zone C,Part-Time,Admin Offices,Field Operations,Tower Hand,Male,38846,White,Divorced,Fully Meets,3,1351,4,1,5,Project Management,Internal,Passed
925,08-08-2018,01-Jun-23,PYZ,Active,Contract,Zone B,Full-Time,Admin Offices,Field Operations,Technician,Male,43568,Other,Divorced,Fully Meets,3,1352,4,2,1,Communication Skills,External,Completed
926,15-09-2020,06-Jan-22,WBL,Active,Part-Time,Zone A,Temporary,IT/IS,Field Operations,Supervisor,Male,48891,White,Single,Fully Meets,3,1353,5,1,5,Communication Skills,Internal,Incomplete
927,28-10-2020,27-Feb-22,WBL,Active,Full-Time,Zone C,Full-Time,Software Engineering,Field Operations,Top Hand,Female,79778,Black,Widowed,Fully Meets,3,1354,4,4,2,Communication Skills,External,Failed
928,16-06-2021,23-Nov-21,SVG,Active,Full-Time,Zone B,Temporary,Admin Offices,General - Con,Coordinator,Female,79459,Hispanic,Single,Fully Meets,3,1355,2,2,3,Project Management,Internal,Completed
929,20-03-2023,21-Jun-23,EW,Active,Part-Time,Zone A,Temporary,Admin Offices,Engineers,Engineer,Female,93230,Hispanic,Married,Fully Meets,3,1356,1,1,1,Technical Skills,Internal,Incomplete
930,07-09-2018,16-Jul-21,MSC,Active,Full-Time,Zone C,Temporary,Admin Offices,Engineers,Principal,Male,74550,Black,Divorced,Fully Meets,3,1357,1,4,3,Project Management,External,Incomplete
931,08-11-2018,28-Oct-22,TNS,Active,Part-Time,Zone B,Full-Time,Admin Offices,Field Operations,Laborer,Male,1706,Black,Married,Fully Meets,3,1358,1,2,5,Communication Skills,Internal,Completed
932,26-01-2019,active,BPC,Active,Full-Time,Zone A,Part-Time,Admin Offices,Catv,Foreman,Male,50894,Asian,Married,Fully Meets,3,1359,4,5,1,Customer Service,External,Incomplete
933,30-08-2021,active,CCDR,Active,Contract,Zone B,Full-Time,IT/IS,Field Operations,Technician,Male,27367,Asian,Divorced,PIP,3,1360,5,2,1,Leadership Development,Internal,Passed
934,08-03-2023,30-Mar-23,BPC,Active,Full-Time,Zone A,Full-Time,Admin Offices,Aerial,Supervisor,Female,18484,Black,Married,Exceeds,3,1361,1,3,2,Project Management,Internal,Failed
935,10-11-2019,03-Dec-20,SVG,Active,Full-Time,Zone C,Part-Time,Admin Offices,General - Con,Technician,Female,36283,Asian,Widowed,Exceeds,3,1362,5,2,5,Customer Service,Internal,Passed
936,28-07-2023,active,EW,Active,Full-Time,Zone A,Full-Time,Admin Offices,General - Con,Laborer,Female,82125,Asian,Divorced,PIP,3,1363,5,2,2,Project Management,Internal,Completed
937,03-04-2019,05-Aug-19,MSC,Active,Contract,Zone C,Temporary,Admin Offices,Finance & Accounting,Administration,Male,32101,White,Divorced,Exceeds,3,1364,2,2,4,Project Management,External,Incomplete
938,24-07-2019,active,TNS,Active,Contract,Zone C,Part-Time,Admin Offices,Field Operations,Lineman,Male,64340,Hispanic,Widowed,Exceeds,3,1365,5,1,2,Leadership Development,External,Incomplete
939,29-04-2022,11-Dec-22,PYZ,Active,Contract,Zone B,Temporary,IT/IS,General - Con,Laborer,Male,14151,Black,Single,Exceeds,3,1366,1,4,2,Technical Skills,Internal,Completed
940,06-10-2020,active,WBL,Active,Part-Time,Zone B,Temporary,IT/IS,Executive,Coordinator,Female,61754,White,Divorced,Exceeds,3,1367,1,4,3,Project Management,External,Incomplete
941,04-04-2020,active,PYZ,Active,Part-Time,Zone C,Temporary,Admin Offices,General - Sga,Estimator,Female,24157,White,Widowed,Exceeds,3,1368,2,2,2,Project Management,Internal,Incomplete
942,26-03-2021,active,CCDR,Active,Contract,Zone C,Full-Time,Sales,Aerial,Foreman,Female,6564,Black,Married,Exceeds,3,1369,2,4,3,Communication Skills,External,Incomplete
943,19-05-2022,active,SVG,Active,Part-Time,Zone A,Temporary,Admin Offices,General - Con,Locator,Female,55619,Black,Married,Exceeds,3,1370,1,2,1,Leadership Development,Internal,Incomplete
944,28-08-2021,16-Oct-21,EW,Active,Contract,Zone A,Part-Time,Admin Offices,Field Operations,Technician,Female,26844,Black,Married,Exceeds,3,1371,1,1,2,Leadership Development,External,Passed
945,24-11-2022,active,MSC,Active,Contract,Zone A,Full-Time,Admin Offices,Aerial,Foreman,Male,34610,White,Single,Exceeds,3,1372,3,1,4,Customer Service,Internal,Passed
946,12-01-2022,11-Nov-22,TNS,Active,Contract,Zone A,Part-Time,Admin Offices,Field Operations,Laborer,Male,20630,Other,Divorced,Exceeds,3,1373,1,2,5,Leadership Development,External,Failed
947,07-07-2019,active,PYZ,Active,Part-Time,Zone B,Temporary,IT/IS,Aerial,Foreman,Female,78109,White,Married,Exceeds,3,1374,5,5,4,Customer Service,Internal,Completed
948,14-07-2021,active,PYZ,Active,Contract,Zone B,Full-Time,Admin Offices,Technology / It,Intern,Female,1498,Asian,Divorced,Exceeds,3,1375,1,3,2,Technical Skills,External,Passed
949,03-12-2019,10-Feb-22,CCDR,Active,Full-Time,Zone B,Temporary,Sales,Field Operations,Supervisor,Female,30890,Other,Single,Exceeds,3,1376,4,3,5,Customer Service,External,Completed
950,03-03-2021,10-Jul-21,SVG,Active,Part-Time,Zone A,Full-Time,Admin Offices,General - Con,Technician,Female,67773,White,Divorced,Exceeds,3,1377,5,5,4,Communication Skills,Internal,Completed
951,13-06-2022,active,EW,Active,Full-Time,Zone C,Part-Time,Admin Offices,Fielders,Engineer,Female,12640,White,Married,PIP,3,1378,1,4,5,Communication Skills,External,Failed
952,23-01-2023,active,MSC,Active,Part-Time,Zone A,Temporary,Admin Offices,General - Sga,Supervisor,Male,64384,White,Widowed,Exceeds,3,1379,5,2,5,Communication Skills,Internal,Passed
953,06-09-2020,active,TNS,Active,Part-Time,Zone A,Temporary,Admin Offices,Field Operations,Laborer,Male,3676,Hispanic,Single,Exceeds,3,1380,1,1,2,Communication Skills,External,Failed
954,17-10-2022,active,PYZ,Active,Full-Time,Zone A,Temporary,IT/IS,Aerial,Foreman,Female,71974,Other,Single,PIP,3,1381,2,2,1,Leadership Development,Internal,Failed
955,07-06-2019,active,TNS,Active,Full-Time,Zone B,Part-Time,Admin Offices,Field Operations,Supervisor,Female,27614,White,Widowed,Exceeds,3,1382,2,1,1,Communication Skills,Internal,Passed
956,28-01-2022,16-Sep-22,BPC,Active,Contract,Zone C,Part-Time,Admin Offices,General - Con,Technician,Female,88549,Hispanic,Divorced,Exceeds,3,1383,4,1,5,Customer Service,Internal,Completed
957,01-07-2020,05-Mar-21,CCDR,Active,Part-Time,Zone B,Full-Time,Admin Offices,Field Operations,Groundman,Female,14083,Other,Single,PIP,3,1384,2,3,4,Leadership Development,Internal,Passed
958,30-05-2020,active,SVG,Active,Full-Time,Zone C,Part-Time,Admin Offices,Field Operations,Laborer,Female,37965,Hispanic,Divorced,PIP,3,1385,3,1,3,Communication Skills,Internal,Passed
959,05-10-2019,04-Feb-23,EW,Active,Contract,Zone C,Full-Time,Admin Offices,General - Con,Technician,Female,13405,White,Married,Exceeds,3,1386,2,4,5,Technical Skills,External,Passed
960,06-11-2021,20-Apr-23,MSC,Active,Contract,Zone B,Full-Time,Admin Offices,General - Con,Laborer,Male,63614,Hispanic,Divorced,PIP,3,1387,5,1,2,Communication Skills,External,Incomplete
961,09-05-2019,07-May-20,TNS,Active,Part-Time,Zone B,Full-Time,Admin Offices,Field Operations,Construction Manager,Female,31721,Black,Single,Exceeds,3,1388,5,2,4,Communication Skills,External,Completed
962,28-10-2019,active,NEL,Active,Part-Time,Zone A,Full-Time,Production       ,Isp,Manager,Male,2128,Hispanic,Widowed,Exceeds,3,1389,4,4,3,Communication Skills,External,Incomplete
963,11-01-2019,active,SVG,Active,Contract,Zone C,Part-Time,Production       ,General - Con,Lineman,Male,2108,Asian,Married,Exceeds,3,1390,2,3,4,Communication Skills,External,Completed
964,02-04-2020,active,MSC,Active,Contract,Zone A,Temporary,Production       ,Wireless,Supervisor,Female,2093,Other,Single,Needs Improvement,3,1391,4,1,1,Leadership Development,External,Completed
965,07-06-2019,15-Aug-19,PL,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,Operator,Female,2093,Hispanic,Widowed,Exceeds,3,1392,4,4,3,Leadership Development,External,Completed
966,22-11-2021,23-Nov-22,SVG,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,Flagger,Female,1775,Other,Single,Exceeds,3,1393,4,4,4,Technical Skills,External,Failed
967,19-01-2019,active,NEL,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,Laborer,Male,2134,Black,Married,Exceeds,3,1394,1,2,2,Leadership Development,Internal,Passed
968,17-12-2021,26-Dec-21,SVG,Terminated,Full-Time,Zone C,Part-Time,Production       ,General - Con,Laborer,Male,2045,Black,Divorced,Exceeds,3,1395,4,1,2,Communication Skills,Internal,Failed
969,04-05-2019,15-Feb-21,SVG,Active,Part-Time,Zone A,Full-Time,Production       ,General - Eng,Engineer,Female,1810,Hispanic,Married,Exceeds,3,1396,2,1,3,Communication Skills,Internal,Completed
970,25-12-2018,11-Mar-19,MSC,Active,Contract,Zone A,Part-Time,Production       ,General - Con,Laborer,Male,1801,Other,Single,Exceeds,3,1397,3,2,3,Customer Service,Internal,Incomplete
971,03-01-2021,08-Mar-23,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,Splicing,Runner,Female,2451,White,Single,Needs Improvement,3,1398,1,1,1,Communication Skills,External,Passed
972,15-06-2023,active,BPC,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,Foreman,Female,2031,Other,Widowed,Needs Improvement,3,1399,1,4,4,Customer Service,Internal,Incomplete
973,29-08-2018,09-Feb-23,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Laborer,Female,2128,White,Divorced,Exceeds,3,1400,2,3,3,Communication Skills,Internal,Failed
974,04-01-2019,active,PL,Active,Contract,Zone B,Part-Time,Production       ,Splicing,Lineman,Male,2451,White,Single,Exceeds,3,1401,2,5,3,Communication Skills,Internal,Incomplete
975,10-09-2021,active,MSC,Active,Full-Time,Zone B,Full-Time,Production       ,General - Sga,Technician,Female,1902,White,Divorced,Exceeds,3,1402,2,4,4,Communication Skills,External,Passed
976,08-07-2021,active,SVG,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,Technician,Female,2351,White,Widowed,Exceeds,3,1403,1,3,2,Technical Skills,Internal,Failed
977,01-11-2018,29-Apr-21,BPC,Terminated,Contract,Zone B,Part-Time,Production       ,Finance & Accounting,Manager,Male,2472,Hispanic,Single,Exceeds,3,1404,1,2,2,Project Management,Internal,Completed
978,08-12-2018,11-Jun-22,PL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,Construction Manager,Female,2050,Other,Single,Exceeds,3,1405,3,3,3,Customer Service,External,Completed
979,25-10-2022,active,PYZ,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,Flagger,Female,1752,Asian,Single,Exceeds,3,1406,4,1,5,Technical Skills,Internal,Incomplete
980,04-04-2023,active,TNS,Active,Full-Time,Zone B,Temporary,Production       ,General - Sga,Administrative,Male,1730,Hispanic,Married,Exceeds,3,1407,3,3,1,Communication Skills,External,Completed
981,17-03-2021,active,PL,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,Supervisor,Female,2155,Other,Single,Exceeds,3,1408,3,3,3,Communication Skills,Internal,Passed
982,11-03-2019,06-Sep-21,MSC,Terminated,Full-Time,Zone A,Part-Time,Production       ,General - Con,Technician,Female,2458,Other,Widowed,Exceeds,3,1409,2,2,1,Customer Service,Internal,Passed
983,25-02-2022,28-Apr-23,SVG,Active,Contract,Zone C,Temporary,Production       ,Wireline Construction,Laborer,Female,26720,White,Widowed,Exceeds,3,1410,2,2,4,Project Management,External,Completed
984,02-07-2019,active,EW,Active,Part-Time,Zone C,Part-Time,Production       ,Aerial,Foreman,Female,78612,Hispanic,Married,Exceeds,3,1411,5,4,5,Technical Skills,External,Incomplete
